DateTime,VehicleID,X,Y,Longitude,Latitude,Speed,Acceleration,FuelConsumption,CO2Emission,TravelTime,ActionId,ActionName,ActionParam,ActionDuration,LaneMaxSpeed,Neighbors,AllowedSpeed,VehicleAdded,VehicleAddedAhead,VehicleAddedBehind,ActionVehicleAhead,ActionVehicleBehind
37,veh1,592.0748585939733,550.6662149537433,1.468896431178764,43.56480863036945,7.102156426626844,1.9461501948379887,131674.52871216033,412834.29686749144,99.0,2,decelerate,9.064103059774954,19,27.78,5,18.766000000000002,13,6,7,2,1
30,veh1,534.334298636812,506.4019546417299,1.4681918006246133,43.56440063281656,3.94118765326214,-0.2943299188357327,170883.92424186625,535766.7808860844,110.0,2,decelerate,3.5611513849610117,13,27.78,3,18.766000000000002,11,7,4,3,2
47,veh1,605.726675800681,642.470063653036,1.4690444857707927,43.565637218185195,17.349041927777233,3.87741864319835,165134.81865223206,517742.04435327457,89.0,2,decelerate,13.705182829340426,16,16.66,2,15.632078,9,4,5,1,1
45,veh1,611.2152209245911,563.486942904682,1.4691304329101158,43.564927202837985,3.914140583238817,-2.5066609803281548,138123.29804858266,433053.0418638095,103.0,2,decelerate,8.69620953213543,13,27.78,3,18.766000000000002,9,9,0,1,2
53,veh1,547.5604696083886,727.1306119442969,1.4683051661959503,43.56638959960715,7.798563218433587,-4.0,167616.2213442881,525525.4771142089,90.0,3,stop,0.0,12,16.66,3,15.632078,6,2,4,2,1
57,veh1,585.7906778482626,670.5525544240919,1.468791305085449,43.56588668245455,15.315505969416098,6.259375320982842,140027.13041853375,439022.74997431797,96.0,2,decelerate,11.616466474424678,19,16.66,3,15.632078,15,5,10,1,2
52,veh1,577.326678883512,683.1946420497862,1.4686836503434655,43.56599906999646,11.980441947381019,1.7050507168197147,176647.78175482198,553842.3329103123,99.0,3,stop,0.0,13,16.66,4,15.632078,6,3,3,0,2
28,veh1,529.1195747904793,499.0967691658152,1.4681289183450241,43.56433401397481,3.793031063394376,-1.0622323628606738,206687.46785428576,648022.9719005455,96.0,1,accelerate,6.0981199213247015,7,27.78,3,18.766000000000002,15,9,6,3,2
56,veh1,581.5592077844258,676.8728074812238,1.4687374844986358,43.565942869209394,11.53752590591014,2.5620781356254216,206891.70476040294,648665.8976635454,80.0,1,accelerate,7.915874245101739,9,16.66,4,15.632078,8,4,4,1,1
43,veh1,551.409396115752,721.501824867965,1.46835409450785,43.56633957348559,13.907752214514371,-3.7973314126779343,188734.76394328545,591739.2132567851,63.0,1,accelerate,3.8416417100165483,12,16.66,2,15.632078,0,0,0,1,0
49,veh1,674.8244524955545,549.9638889208982,1.469920888801532,43.56481602468395,12.331095932390394,-3.919625945235044,152762.01547738575,478950.05719399627,104.0,2,decelerate,13.009488916617551,8,16.66,1,15.632078,9,7,2,0,2
24,veh1,0.0,0.0,0.0,0.0,0.0,0.0,150445.01099733775,471686.7735899083,102.0,0,Aucune,0.0,0,0.0,0,0.0,13,6,7,0,0
70,veh1,486.0404521565478,825.103855469046,1.4675212735540444,43.56726124641574,13.944359326067604,-2.0990722295246034,127993.3338342555,401294.65830970305,89.0,2,decelerate,10.050688349371278,14,16.66,1,15.632078,6,4,2,2,2
60,veh1,485.70417794976123,797.1770668457125,1.467523485033853,43.56700982247894,17.544123278170826,3.6797834804747254,168839.11699730114,529360.6604922485,93.0,3,stop,0.0,20,12.14,1,11.390962,2,0,2,2,0
53,veh1,634.7111329668465,605.9995607844625,1.4694115818056908,43.56531375286824,12.890231713949815,-3.10836689183863,162237.76002319323,508660.7985348139,99.0,3,stop,0.0,7,16.66,1,15.632078,9,5,4,3,0
26,veh1,552.9321558448311,524.7925242218325,1.4684178137047181,43.56456925072253,7.700293909546318,-4.0,149945.08457590517,470119.0641283316,100.0,2,decelerate,14.529128827489115,13,27.78,1,18.766000000000002,9,6,3,4,1
12,veh1,0.0,0.0,0.0,0.0,0.0,0.0,165477.13363558357,518817.70845106745,99.0,0,Aucune,0.0,0,0.0,0,0.0,12,6,6,0,0
