Longitude,Latitude,Speed,Acceleration,ActionVehicleAhead,ActionId,action_accelerate,action_decelerate,action_stop,ActionParam,ActionDuration,StartTime,EndTime,y_fuel,y_travel
1.4691793217898634,43.56497275071833,7.229796801266628,-3.1108545823954064,0,3,0,0,1,0.0,14,22,36,-4.56785391839841,-17.0
1.4688506446653946,43.5658265217192,18.170997882666068,3.477446506731212,0,1,1,0,0,4.785273979336058,15,40,55,-29.506785435362893,11.0
1.468786462866054,43.56475414373205,6.4361410190589705,-2.438706540383373,2,3,0,0,1,0.0,13,22,35,-9.191525616777858,-17.0
1.4685747488940328,43.56611277710547,13.13507373581924,4.021559906491218,0,3,0,0,1,0.0,19,56,75,3.8143068867152907,-33.0
1.468084797664409,43.56663465968335,3.516750671940025,-2.06007302268021,0,1,1,0,0,4.501931628784861,5,48,53,-9.284625248705998,2.0
1.4688092771692154,43.56586792021662,15.956536682028323,-1.5174014738295227,0,3,0,0,1,0.0,13,39,52,2.9874909206109876,-11.0
1.468877966882979,43.56479948648939,4.743129434507923,0.4844901713164109,2,3,0,0,1,0.0,6,39,45,-8.820156324570213,-30.0
1.4693498153799969,43.56500485979498,4.412822325451641,-3.592474114300506,0,2,0,1,0,5.78477642243034,20,46,66,14.542103580342781,-30.0
1.4697507084418726,43.56520560798359,9.79652641361898,-1.2639067203272152,3,1,1,0,0,4.532242343922821,7,54,61,-40.869655956211645,-32.0
1.467728026212873,43.56720976206674,18.45812512369268,4.312275801676616,1,1,1,0,0,7.836377999635739,6,60,66,-55.56450275177762,-14.0
1.468685768323969,43.56599685890878,14.554186333108088,-0.2094638546113874,1,2,0,1,0,8.126666601275616,8,49,57,-4.017898864768911,-27.0
1.4687901058916897,43.5658879343711,13.572985559195937,-0.0178026557938792,1,2,0,1,0,4.472217589998383,6,64,70,5.69517046686908,-31.0
1.468513726262541,43.566176598466,14.052307086839466,4.560604455542759,0,3,0,0,1,0.0,6,63,69,4.546973583644489,-30.0
1.468196040224106,43.566506714857816,7.468991568534303,2.812482589293891,1,1,1,0,0,6.570811640260265,19,61,80,-75.54071609258352,-2.0
1.4689967412547364,43.564858305779445,7.056688879508878,-0.9536548446271756,1,3,0,0,1,0.0,9,24,33,0.873177390718687,-15.0
1.4681819483355063,43.566522314501874,8.27892881742561,1.775333736149605,0,2,0,1,0,11.854721073390806,12,57,69,24.437850528462818,-12.0
1.4695608095009551,43.56524871350853,15.061596483359512,5.69083275460738,3,2,0,1,0,4.372595646377681,11,55,66,13.588827162028029,-27.0
1.4694139994188224,43.56494772900228,10.403327832917755,5.563485324382782,1,1,1,0,0,9.628342269877724,15,25,40,-103.40610342270848,11.0
1.4687459251557835,43.565934057476014,15.490291279687678,4.151769505217004,1,1,1,0,0,5.887676850468807,20,48,68,-143.5289399768151,-10.0
1.4685624639427952,43.56464306839969,7.118417405957686,-0.6683864399562136,4,2,0,1,0,3.0342492461451918,7,31,38,3.5386345791332716,-33.0
1.4690821746989822,43.56489370604827,3.528464604331324,-3.200594616248384,1,2,0,1,0,14.735028899277202,6,39,45,-0.21460542694156173,-32.0
1.4682582671000737,43.56447104863805,15.59426682343148,3.0746067785043287,0,2,0,1,0,9.116361445125012,14,15,29,31.513972247495506,-1.0
1.468890187828803,43.56578790433602,13.625430653581006,-1.8528139394780856,1,1,1,0,0,3.5678953000250866,19,44,63,-116.72434317057099,4.0
1.4682879038968168,43.56640812574353,4.82655702709327,-3.8113741928027567,3,3,0,0,1,0.0,17,63,80,4.940043976251618,-33.0
1.469825705723437,43.564765483794325,15.654938335468994,-1.2821373518090695,0,2,0,1,0,7.033956098865756,18,29,47,22.55166908064959,-4.0
1.4692824113398346,43.56499738981079,5.904037245371958,0.7212390618120725,0,2,0,1,0,4.2058512407570365,9,30,39,6.164711890410778,-14.0
1.468698939437259,43.56471074320409,5.557344827431746,-2.22501198227019,3,2,0,1,0,6.528415003003787,5,45,50,3.095470970082708,-34.0
1.468272562142336,43.56642459071301,6.92726394556634,0.4477299577150688,2,3,0,0,1,0.0,12,62,74,-4.265214585091569,-29.0
1.4694037301236336,43.56496847275663,9.879129270216136,4.773684298070979,2,2,0,1,0,14.401721949564983,16,43,59,19.10273795522313,-27.0
1.467668622380922,43.56724724245095,15.95622403471172,1.025041397660971,1,1,1,0,0,6.691336094564857,10,57,67,-25.53330388824758,3.0
1.4689605887090966,43.56571915151418,15.995610741991058,0.1025928476188404,1,2,0,1,0,2.4274487838327645,8,44,52,-9.716522630253312,-12.0
1.4679489413876603,43.566890170246864,5.603996647373189,-3.025049988567166,0,3,0,0,1,0.0,7,67,74,11.025490484769689,-30.0
1.4685667664911948,43.56464520193125,7.341083657770954,2.365973003258829,4,1,1,0,0,3.1305171975768364,20,28,48,-101.45946772817123,-5.0
1.4674587379073851,43.566954849660775,17.57570433005132,1.1374549916945398,2,3,0,0,1,0.0,20,68,88,-18.96710650543697,-31.0
1.4680962396539872,43.56429939339479,9.538611670170315,7.2061397053767,3,2,0,1,0,11.296229414908955,5,18,23,17.26193810446927,-25.0
1.468645696510787,43.56603869225794,12.428417400248426,2.428641787704997,0,2,0,1,0,3.327229553443764,7,64,71,-7.687128521666571,-30.0
1.468990972673653,43.56485544907567,7.241323775367688,0.2714360896389127,2,2,0,1,0,6.588467291623214,17,27,44,7.5911454958425315,-17.0
1.4697055440927569,43.56521821165735,9.296569949014852,0.8586815631177274,2,1,1,0,0,3.5547937609155533,6,60,66,-57.52531906044122,-39.0
1.4682665169494689,43.56447978866813,12.914191518125069,-1.115787547629845,2,1,1,0,0,5.85235279270586,8,18,26,-69.38382861576832,-6.0
1.4671791447387188,43.56681230252655,16.332162614384668,-0.8483878651168197,1,1,1,0,0,9.518469618580305,15,69,84,-82.99687955775667,-1.0
1.4681137334982008,43.56431792679409,9.73238180080413,5.096755468204149,2,2,0,1,0,13.58946997563904,6,16,22,0.7312013148013793,-19.0
1.4685875510281383,43.566099393654895,8.341111537512068,-3.232156487230869,0,3,0,0,1,0.0,7,57,64,0.02577470938267652,-24.0
1.4691442884466344,43.564940431529386,4.51351963474565,-0.7343309515260144,1,2,0,1,0,3.366063865533913,19,59,78,15.675791566973523,-42.0
1.4680044468352134,43.56679795869161,6.776025072833047,-0.1038956712794068,2,3,0,0,1,0.0,13,58,71,5.589433242846164,-19.0
1.4682801828409848,43.566416412082,6.123219419873342,-4.0,2,2,0,1,0,12.81484560647339,7,53,60,1.1836584355624218,-6.0
1.4689886187264638,43.56485428335908,5.526421784537492,-1.32115652553858,2,1,1,0,0,9.503155300847316,13,28,41,-101.24646789399404,-7.0
1.4683078599645791,43.56450796562978,6.766785272981304,-4.0,2,2,0,1,0,11.757766904315393,20,33,53,11.601382830715913,-25.0
1.4694036245950912,43.56496866355218,9.672347855605585,4.178984912866147,1,1,1,0,0,6.190723009311172,6,50,56,-33.99722940048861,-30.0
1.4678037513736495,43.56714397340404,14.93118263705075,1.161363226186861,1,1,1,0,0,9.158885779793712,13,56,69,-65.30345328038561,4.0
1.468792210320395,43.56588573742072,12.849225814636103,2.0737023836010007,1,2,0,1,0,3.4708047397608617,17,62,79,25.68103415362825,-27.0
1.4699639603346342,43.56486987777258,16.34393918135576,1.0796149638046657,3,3,0,0,1,0.0,15,42,57,17.290080779254495,-28.0
1.4685168753657056,43.56462046208832,8.57842966338013,-4.0,4,3,0,0,1,0.0,5,33,38,-6.003411260662164,-33.0
1.468452133622336,43.564587646605816,18.011336416386214,2.720146854662296,2,2,0,1,0,7.160705947338763,14,18,32,-0.13653134107179357,-3.0
1.4675424180545296,43.56726750145515,14.322688790675254,-0.2643847768194973,2,3,0,0,1,0.0,15,65,80,-8.045186842139985,-31.0
1.469782832306131,43.56475565817296,13.848803807790668,2.184809077526767,3,2,0,1,0,9.133350522029035,17,52,69,22.39186792050212,-36.0
1.4696045324779494,43.5652297965518,13.950515141481102,6.565841877600178,3,1,1,0,0,9.829150458330588,19,37,56,-81.79943219405261,11.0
1.4680823722000136,43.56663746448746,3.4840828372387707,-2.448853668716305,0,1,1,0,0,4.613310423214571,12,60,72,-41.89287624566472,-5.0
1.4686273388926814,43.5660578568428,8.946517963027665,-2.1104674706390743,0,3,0,0,1,0.0,17,60,77,-20.17098399424355,-31.0
1.4690101321825473,43.56486493720252,3.382327523909589,-3.441347968651638,1,2,0,1,0,3.79744354122428,13,42,55,3.5884972752178146,-32.0
1.469310784931468,43.56500053429029,4.438690640029273,-4.0,0,1,1,0,0,4.020231549803924,15,29,44,-86.22910495174399,-30.0
1.468279151047385,43.56641751941622,4.275279385648558,-0.6372249552818685,3,3,0,0,1,0.0,10,64,74,-3.6838078083577277,-29.0
1.4690775853893834,43.56560489323163,7.172205625643786,-3.3617304157791548,1,3,0,0,1,0.0,8,53,61,-10.50286764925922,-33.0
1.468446880627399,43.56458483093955,6.203214886090105,0.4112836618881683,3,2,0,1,0,13.446424384519563,11,23,34,14.336039290659043,-27.0
1.4694208454481767,43.56493098554671,11.692853050516312,6.766610035689501,2,2,0,1,0,12.18166508243891,10,52,62,0.6896581915717397,-34.0
1.46917653290755,43.56550826121699,12.846802586370345,-0.1907817965561946,2,3,0,0,1,0.0,12,65,77,-2.485891634035419,-35.0
1.4680370189536365,43.56672328788002,9.343125016742686,5.288374932288836,1,3,0,0,1,0.0,14,60,74,4.108150670933217,-29.0
